Chr	cM	Mb
5	71.027	107.349227
5	71.027	107.412224
5	71.619	107.623393
5	71.619	108.406051
5	72.204	109.222881
5	72.204	110.483929
5	72.789	111.078135
5	72.789	111.778515
5	73.373	112.37195
5	73.373	112.50268
5	73.66	112.765105
5	73.66	113.588567
5	74.245	113.832344
5	74.245	114.910445
5	74.829	115.597883
5	74.829	116.556464
5	76.765	117.112003
5	76.765	117.909354
5	77.35	118.017688
5	77.35	118.108876
5	79.63	118.329638
5	79.917	118.405615
5	79.917	119.181447
5	82.99	119.758226
5	82.99	120.338137
5	83.276	120.493604
5	83.276	120.698229
5	85.557	123.738718
5	85.557	124.845979
5	85.843	125.290217
5	85.843	125.382919
5	86.739	126.622829
5	87.33	127.039909
5	87.915	127.163994
5	88.5	127.383579
5	89.395	128.047889
5	89.682	128.264974
5	89.682	128.826721
5	91.992	130.849059
5	93.243	132.505748
5	93.827	132.603108
5	93.827	133.025853
5	96.169	133.538653
5	102.35	136.726447
5	102.35	137.393984
5	103.907	138.337847
5	103.907	139.187686
5	107.023	139.970687
5	107.023	140.361272
5	107.607	140.893042
5	107.607	140.917974
5	109.519	141.863412
5	109.519	142.082179
5	110.769	142.540279
5	110.769	142.669137
5	111.055	142.999875
5	111.055	143.123214
5	111.64	143.642242
5	111.64	143.680349
5	113.551	144.381933
5	115.832	145.200212
5	116.738	145.297027
5	116.738	146.204024
5	117.025	146.673681
5	117.311	146.689296
5	117.311	147.394032
5	119.591	147.658807
5	119.591	147.766886
5	119.878	148.539065
5	121.0	151.4
6	0.0	3.416869
6	0.286	3.797191
6	0.573	4.107748
6	0.86	4.414883
6	0.86	5.078913
6	1.146	5.219014
6	1.146	5.977975
6	2.042	7.964241
6	2.042	8.298427
6	2.331	8.4474
6	2.331	9.131725
6	2.916	9.485705
6	2.916	10.580248
6	3.508	10.733839
6	3.508	11.226304
6	4.1	11.712184
6	4.1	12.417049
6	10.18	16.011003
6	10.18	16.655471
6	10.466	16.932017
6	10.466	17.467664
6	11.051	17.673651
6	11.338	17.922616
6	11.338	18.272205
6	18.014	24.223714
6	18.014	24.365692
6	18.599	24.505587
6	18.886	24.59797
6	18.886	24.89955
6	19.172	25.100228
6	19.764	25.230498
6	19.764	25.54762
6	21.0	28.190792
6	22.044	29.127419
6	22.044	29.360951
6	22.331	29.911048
6	22.331	30.223154
6	24.242	32.252242
6	24.242	32.256973
6	24.834	32.583783
6	24.834	33.026835
6	27.906	34.457505
6	27.906	34.684662
6	28.802	36.69733
6	32.746	37.639576
6	33.966	38.079136
6	33.966	38.804824
6	35.186	40.749294
6	40.171	43.77681
6	40.171	43.906025
6	41.066	44.145773
6	41.066	45.043867
6	42.644	46.977241
6	42.644	48.355273
6	42.93	48.500578
6	42.93	48.680755
6	45.211	48.929303
6	45.211	49.078508
6	45.795	49.388481
6	46.38	49.605502
6	46.38	49.687382
6	46.667	49.929708
6	46.667	50.470103
6	46.953	50.804367
6	46.953	51.147308
6	47.24	51.257405
6	47.53	51.483154
6	47.53	51.546715
6	47.816	51.745789
6	48.401	52.193139
6	48.691	52.735547
6	48.691	53.485657
6	48.977	53.558932
6	48.977	53.701681
6	50.212	54.130744
6	50.212	54.220556
6	50.498	54.497157
6	50.498	54.652311
6	52.41	55.120666
6	52.41	55.468005
6	52.994	56.518389
6	53.281	57.060037
6	53.567	59.473345
6	53.854	59.756734
6	53.854	60.541371
6	55.412	63.773076
6	55.412	64.613339
6	55.698	64.766248
6	55.698	64.977891
6	55.985	65.057794
6	55.985	65.067886
6	57.219	71.278246
6	57.219	71.870604
6	57.804	72.180097
6	57.804	75.834706
6	58.389	76.132092
6	58.389	76.390845
6	59.623	77.051816
6	60.519	77.471758
6	60.805	80.236328
6	62.741	85.767549
6	62.741	86.058921
6	63.028	86.222498
6	63.028	86.363605
6	63.314	86.579759
6	63.314	86.953032
6	63.601	87.09976
6	63.601	87.384143
6	63.887	88.53708
6	63.887	88.66821
6	64.174	88.960561
6	64.463	89.298446
6	64.463	89.615025
6	64.75	90.308023
6	64.75	91.386028
6	67.123	91.961099
6	67.123	92.246888
6	67.41	92.514677
6	68.001	92.570486
6	68.001	93.20346
6	68.291	94.596952
6	68.291	94.633915
6	69.869	95.023509
6	69.869	95.033181
6	70.159	95.210718
6	70.159	95.446034
6	70.445	95.52472
6	70.445	96.697596
6	72.381	97.419187
6	72.381	97.878024
6	73.6	98.02811
6	73.887	98.258572
6	73.887	98.418437
6	74.173	98.959903
6	75.069	99.053857
6	76.304	100.818193
6	76.304	101.442249
6	76.888	101.797292
6	76.888	102.028007
6	77.175	103.069379
6	77.175	103.078876
6	78.733	104.791602
6	79.019	105.762436
6	79.019	108.487695
6	79.306	108.599679
6	79.306	110.706034
6	80.201	110.884643
6	81.421	111.249786
6	81.421	111.450747
6	81.707	111.930721
6	81.707	112.01584
6	81.994	112.093705
6	81.994	112.474453
6	82.28	112.800818
6	82.567	113.408782
6	82.853	113.995963
6	83.14	114.213342
6	83.14	114.760448
6	84.035	115.865551
6	84.035	116.04034
6	84.322	116.105145
6	84.608	116.206634
6	84.608	116.36019
6	84.895	116.706747
6	85.48	116.8475
6	86.375	117.050638
6	86.375	119.067178
6	86.662	119.361485
6	87.253	119.516193
6	87.253	119.957167
6	88.473	121.628012
6	88.473	122.259668
6	91.14	124.006511
6	91.14	125.515887
6	92.718	126.754346
6	92.718	127.119
6	93.613	127.388475
6	93.613	127.844937
6	93.9	127.954548
6	94.186	128.468911
6	94.473	128.520302
6	94.473	129.105168
6	95.368	129.560176
6	95.368	131.577238
6	95.655	131.94047
6	95.655	133.804967
6	96.239	133.91775
6	96.239	134.051355
6	96.526	134.20125
6	96.812	134.399885
6	97.099	134.571803
6	97.099	134.808127
6	97.684	135.272116
6	97.684	135.996523
6	97.97	136.207976
6	97.97	136.35081
6	98.257	136.372096
6	98.543	136.560767
6	98.83	136.698274
6	98.83	137.509361
6	101.11	138.384998
6	101.11	138.598187
6	101.397	138.796843
6	101.397	139.010267
6	101.683	139.112057
6	101.683	139.468252
6	101.97	139.805729
6	101.97	139.834733
6	102.256	140.066609
6	102.256	140.119511
6	110.098	144.002631
6	110.098	144.814488
6	111.676	145.406059
6	111.676	146.69156
6	113.663	147.673992
6	113.663	148.546938
6	115.22	148.692266
6	115.805	149.016661
6	115.805	149.214335
7	0.0	3.658357
7	0.1	12.778969
7	0.2	12.916538
7	0.286	16.621522
7	0.286	16.955969
7	0.576	17.046684
7	0.576	17.545979
7	3.28	17.808154
7	3.28	19.678758
7	3.566	19.794682
7	3.566	19.988354
7	4.158	20.283119
7	4.451	24.837174
7	4.451	25.138164
7	9.969	25.722934
7	12.672	27.852865
7	13.907	30.56647
7	13.907	31.205552
7	16.217	31.220796
7	16.217	31.291332
7	17.437	31.505577
7	17.437	31.794281
7	17.723	31.95033
7	17.723	35.185655
7	19.281	35.483869
7	19.281	35.699897
7	20.177	36.124856
7	20.177	37.123346
7	23.336	37.555005
7	23.336	37.568558
7	27.397	47.074572
7	27.683	47.287211
7	27.97	47.419463
7	30.312	47.556867
7	30.312	47.65285
7	32.223	47.861153
7	32.814	48.180542
7	32.814	50.16657
7	33.101	50.585247
7	33.101	51.06529
7	33.387	51.794016
7	33.674	52.146494
7	33.674	52.261291
7	34.266	52.84365
7	34.552	53.254938
7	34.552	53.422378
7	35.151	53.682777
7	36.709	56.254112
7	36.709	56.537916
7	36.995	56.652492
7	37.58	56.717299
7	37.58	56.783128
7	37.866	57.048459
7	37.866	57.166895
7	38.153	57.604448
7	38.153	59.660322
7	38.439	60.128141
7	38.439	62.761532
7	39.024	62.999954
7	39.024	63.232348
7	39.609	63.779523
7	39.609	65.367119
7	40.505	65.717522
7	40.505	66.413235
7	40.791	67.179978
7	40.791	70.463287
7	41.078	70.840459
7	41.078	71.840839
7	41.364	72.088025
7	41.364	72.948116
7	41.651	73.078956
7	41.937	73.194874
7	42.224	73.316123
7	42.224	73.426173
7	43.119	73.604598
7	43.119	74.156585
7	44.015	75.261559
7	45.612	75.725582
7	45.612	76.126376
7	45.902	76.94138
7	45.902	77.106358
7	46.494	77.309843
7	46.78	77.721398
7	49.521	78.841852
7	49.807	79.83115
7	50.392	80.485398
7	50.392	80.652487
7	50.682	81.093847
7	50.968	81.20387
7	51.553	81.42025
7	52.152	81.491656
7	52.152	81.935921
7	52.438	82.11428
7	52.438	85.366854
7	52.725	85.847907
7	53.011	86.268344
7	53.011	86.728143
7	53.298	87.409989
7	53.298	87.777472
7	54.215	88.283067
7	54.215	88.534758
7	55.111	88.680103
7	55.111	88.740053
7	55.397	89.127385
7	55.684	89.219702
7	55.97	89.628584
7	56.257	90.186486
7	56.257	90.633687
7	57.163	90.865514
7	59.831	91.031061
7	59.831	91.596872
7	60.422	91.904302
7	60.422	93.812507
7	60.709	94.381202
7	61.294	95.155269
7	61.294	95.46079
7	61.58	95.847711
7	61.58	96.58929
7	62.476	96.762672
7	62.766	97.208892
7	62.766	98.058865
7	63.052	98.367859
7	63.052	98.602159
7	63.339	98.73242
7	63.625	98.979739
7	63.625	99.558251
7	63.912	99.797452
7	64.51	100.081464
7	64.51	102.651417
7	65.095	103.132456
7	65.382	103.251218
7	65.382	103.381986
7	65.668	103.823532
7	65.668	104.022498
7	65.955	104.15429
7	65.955	104.211787
7	66.546	105.272767
7	66.546	106.573937
7	66.833	106.75483
7	66.833	107.011786
7	67.119	107.628913
7	67.119	107.944154
7	67.406	108.024449
7	67.692	108.094539
7	67.692	111.033532
7	67.979	111.297535
7	68.265	111.381489
7	68.265	111.745068
7	68.552	112.061871
7	68.842	112.784814
7	69.433	112.911455
7	69.433	114.369536
7	71.031	114.512548
7	71.616	114.542345
7	71.616	114.746366
7	73.527	117.123257
7	74.777	118.818342
7	75.067	118.971888
7	75.067	119.466659
7	75.353	119.879434
7	75.643	120.077979
7	75.93	120.195
7	75.93	120.696709
7	76.515	121.209197
7	76.515	121.509574
7	77.113	121.842518
7	77.407	122.276141
7	77.407	122.338368
7	77.991	122.555416
7	77.991	123.277779
7	78.576	124.032277
7	78.87	124.381993
7	79.476	124.952037
7	79.476	125.087119
7	79.762	125.263073
7	79.762	125.798533
7	80.049	125.869547
7	80.335	126.26104
7	80.335	126.312421
7	80.622	126.326145
7	80.622	126.553479
7	81.206	126.800203
7	81.206	127.271544
7	81.493	127.836779
7	100.127	136.179208
7	103.674	139.448712
7	104.603	140.189838
7	104.89	140.342975
7	113.75	142.026095
7	113.75	142.320007
7	114.036	142.42448
7	114.036	142.793401
7	114.621	143.80009
7	114.908	144.223448
7	114.908	144.63562
7	117.188	145.329118
7	117.188	146.124555
7	117.773	146.505066
7	118.06	146.654034
7	118.06	146.866296
7	122.004	149.648426
7	122.004	151.031521
7	123.239	151.633506
7	123.239	152.367604
8	0.0	7.701081
8	3.945	10.521753
8	8.006	14.480179
8	8.293	14.696193
8	8.579	14.723159
8	8.866	14.759098
8	8.866	14.7773
8	9.152	15.27937
8	9.152	15.355116
8	9.439	15.993376
8	9.439	16.660953
8	10.658	16.859146
8	11.878	17.328896
8	11.878	18.316445
8	13.789	18.512781
8	13.789	22.905815
8	15.008	23.259029
8	15.008	24.259337
8	15.593	24.557765
8	15.593	25.314441
8	17.171	25.604644
8	17.457	25.612805
8	18.042	25.963093
8	18.328	26.133138
8	18.328	26.451658
8	18.615	26.642892
8	18.615	27.552603
8	18.905	28.002387
8	19.191	28.144681
8	19.191	28.285761
8	19.478	28.727628
8	20.063	29.18021
8	20.063	29.872348
8	20.349	30.344778
8	20.349	30.538191
8	20.636	30.936103
8	20.636	31.470585
8	20.922	31.698371
8	21.209	31.744604
8	21.209	31.961909
8	21.495	32.371966
8	21.495	33.035239
8	21.782	33.214542
8	21.782	33.820605
8	22.068	33.934048
8	22.355	34.3133
8	22.355	34.520655
8	22.939	34.63032
8	22.939	35.274783
8	23.226	35.339348
8	23.512	35.372422
8	23.512	36.878788
8	25.07	37.203159
8	25.07	37.571454
8	25.357	37.656755
8	25.357	38.645978
8	25.643	39.28324
8	25.643	40.414116
8	25.93	40.490764
8	26.216	40.709629
8	26.216	40.927342
8	26.503	41.091726
8	26.503	42.338972
8	28.438	45.708316
8	29.023	46.649262
8	31.691	48.186444
8	36.239	58.484996
8	36.239	58.683406
8	36.526	59.143922
8	36.526	59.934829
8	36.819	60.181844
8	36.819	63.851354
8	37.411	64.089397
8	37.411	64.68718
8	37.697	64.982539
8	37.697	66.039643
8	37.984	66.481543
8	37.984	67.776319
8	38.27	67.943227
8	38.27	68.141749
8	38.557	68.341538
8	38.557	69.135442
8	38.843	69.577203
8	39.13	70.431891
8	39.13	70.720689
8	39.714	70.845434
8	39.714	71.254655
8	40.001	71.406088
8	40.001	71.875522
8	40.287	72.33148
8	40.287	74.265397
8	41.507	74.935353
8	41.794	75.068926
8	41.794	77.417177
8	43.013	77.650954
8	43.3	77.908171
8	43.3	77.933674
8	43.586	78.22225
8	44.178	78.352526
8	44.178	78.791131
8	44.77	79.783026
8	44.77	79.924633
8	47.111	83.396537
8	47.111	84.339459
8	47.398	84.568954
8	47.398	85.46366
8	48.617	85.707107
8	48.617	85.950407
8	48.904	86.111849
8	48.904	88.377305
8	49.19	88.546531
8	49.19	88.831889
8	49.477	89.032865
8	49.477	89.627139
8	50.711	89.785658
8	50.711	90.41507
8	52.269	90.839694
8	52.269	90.852751
8	52.854	91.144186
8	52.854	91.431117
8	53.439	91.556421
8	53.439	91.839247
8	53.725	91.905249
8	54.012	92.275913
8	54.012	92.869785
8	54.298	92.965115
8	54.298	93.011881
8	54.89	93.172236
8	54.89	93.194486
8	55.176	93.349657
8	55.466	93.635987
8	55.466	94.653536
8	55.753	94.941969
8	55.753	95.657347
8	56.972	96.92641
8	56.972	98.167502
8	58.908	98.228999
8	61.281	98.812565
8	61.281	99.553209
8	61.866	99.916723
8	61.866	99.927273
8	62.16	100.34192
8	62.16	101.10453
8	62.446	101.173927
8	62.446	101.698263
8	62.733	102.254875
8	63.022	102.918416
8	63.607	102.982173
8	63.607	105.161607
8	64.503	105.277639
8	64.793	105.453022
8	64.793	105.921527
8	65.079	106.092508
8	65.986	109.166163
8	65.986	109.330304
8	66.272	109.504194
8	66.272	109.856054
8	66.559	110.196945
8	66.559	110.469116
8	67.143	110.668469
8	67.143	110.926164
8	67.43	111.292515
8	67.43	111.611178
8	68.015	111.936221
8	68.015	112.837235
8	68.599	113.843238
8	68.886	115.453101
8	71.166	116.236687
8	71.166	116.313819
8	71.751	116.762715
8	72.647	117.139231
8	72.647	117.350149
8	72.933	117.676135
8	73.518	118.353452
8	75.076	118.764103
8	75.362	118.927249
8	75.947	119.09687
8	75.947	119.331804
8	77.505	120.068914
8	79.785	120.904594
8	91.175	126.224092
8	93.086	129.106324
8	93.086	129.935305
8	93.67	130.354208
8	93.67	130.601775
8	93.96	130.889096
8	94.247	131.113636
8	94.247	131.457798
9	0.0	10.57303
9	0.286	12.359771
9	0.286	12.641844
9	0.573	13.233762
9	0.573	13.404717
9	2.484	15.693672
9	5.188	24.420733
9	5.188	24.593863
9	5.474	25.697555
9	13.316	29.748544
9	13.901	30.287463
9	14.486	30.96421
9	14.486	32.203992
9	14.772	32.308039
9	15.371	32.562504
9	15.371	33.190826
9	15.956	33.261827
9	15.956	33.487169
9	16.242	34.01355
9	16.242	34.266428
9	16.529	34.384236
9	16.529	34.451493
9	17.114	34.646172
9	18.691	35.020041
9	18.977	35.793269
9	18.977	37.007429
9	19.562	37.454775
9	19.562	39.129876
9	19.849	39.934733
9	20.135	40.268401
9	20.135	40.515146
9	20.727	40.929719
9	21.633	41.077791
9	21.92	41.298948
9	21.92	41.563127
9	22.505	41.870631
9	22.505	43.054012
9	22.791	43.139938
9	22.791	44.817798
9	23.078	45.240526
9	23.663	46.045436
9	23.949	46.336654
9	23.949	46.58365
9	24.534	47.039894
9	24.534	47.223569
9	25.119	47.42323
9	25.119	47.592919
9	26.696	48.017409
9	26.696	49.07187
9	26.983	49.215835
9	26.983	49.989193
9	27.567	50.175752
9	27.567	50.652204
9	28.152	50.964757
9	29.372	51.52123
9	29.957	51.758214
9	29.957	51.995282
9	31.514	53.63637
9	32.41	53.767154
9	32.995	54.377875
9	32.995	54.508269
9	33.281	54.760049
9	33.281	56.55314
9	33.571	56.697763
9	33.571	57.112386
9	33.858	57.418927
9	34.144	57.666726
9	34.144	58.508896
9	34.434	58.724841
9	34.434	59.238249
9	34.72	59.835172
9	34.72	59.934576
9	36.632	62.226499
9	36.632	63.055795
9	36.918	63.807119
9	36.918	64.300969
9	37.814	64.463046
9	38.1	65.31297
9	38.1	65.394047
9	39.006	65.560604
9	39.006	66.56404
9	39.296	66.83817
9	39.296	67.878903
9	40.531	68.191194
9	40.531	68.496532
9	41.766	68.739814
9	41.766	69.455899
9	42.357	69.810185
9	42.942	70.160775
9	42.942	70.880253
9	43.527	71.331037
9	43.527	71.798886
9	43.813	72.030418
9	43.813	72.952358
9	45.033	73.368885
9	45.033	73.688973
9	45.319	73.928872
9	45.319	73.954057
9	45.606	74.382952
9	45.892	74.735876
9	45.892	75.877786
9	46.179	76.102533
9	46.179	76.983761
9	47.074	77.217283
9	47.361	77.247378
9	47.361	77.779276
9	47.647	78.046015
9	47.647	79.902981
9	47.937	79.991491
9	47.937	80.626426
9	49.157	80.917762
9	49.157	81.159484
9	49.742	81.753446
9	49.742	83.013938
9	50.327	83.587153
9	50.613	83.765926
9	50.613	84.97316
9	51.833	85.386929
9	51.833	85.749876
9	52.0	86.133451
9	52.119	86.198703
9	52.119	86.20617
9	52.406	86.456294
9	53.284	87.780385
9	53.284	88.102528
9	53.57	90.299275
9	53.57	91.799939
9	53.857	92.122315
9	53.857	92.268173
9	54.143	92.418561
9	54.43	92.777192
9	54.43	94.380582
9	57.208	95.050077
9	57.498	95.251198
9	57.498	96.808716
9	57.785	97.259752
9	57.785	98.400495
9	58.376	98.479729
9	58.376	99.10546
9	58.961	99.766319
9	59.546	100.278976
9	59.546	101.225008
9	60.131	101.34001
9	60.131	101.943134
9	60.421	102.625957
9	62.701	103.827402
9	62.701	104.775147
9	62.988	104.941886
9	62.988	105.393991
9	63.274	105.541852
9	63.859	105.676711
9	63.859	105.823504
9	65.417	105.983685
9	65.417	106.321564
9	68.12	107.733462
9	68.12	107.918076
9	68.407	108.417199
9	68.407	108.704748
9	68.693	108.961891
9	68.693	109.158529
9	68.98	109.590964
9	68.98	110.26534
9	70.214	110.701161
9	70.214	111.095498
9	72.882	111.560314
9	72.882	111.76126
9	73.466	111.864944
9	73.466	112.051864
9	74.051	112.887779
9	74.636	113.200233
9	74.922	113.283204
9	75.209	113.497075
9	75.209	113.935083
9	75.794	114.377913
9	76.0	114.383005
9	100.0	116.482254
9	107.748	119.247087
9	107.748	120.169736
9	108.643	120.606955
9	108.643	120.75378
9	108.933	120.927359
9	108.933	121.096806
9	109.22	121.386991
9	109.506	121.678391
9	109.793	121.825027
9	110.699	122.175147
9	110.699	122.561239
9	110.986	122.834339
9	112.921	123.878247
9	112.921	124.039193
10	0.0	3.342585
10	0.0	4.609417
10	0.29	5.378622
10	0.58	7.632996
10	0.58	8.189403
10	0.866	9.133172
10	1.163	9.32907
10	1.163	10.160615
10	1.45	10.544887
10	1.45	12.004985
10	2.669	12.729006
10	2.669	13.131981
10	3.565	13.407601
10	3.565	13.883718
10	3.851	14.122491
10	3.851	14.12319
10	4.138	14.292788
10	4.138	17.362122
10	4.424	17.663356
10	4.424	18.617182
10	5.009	18.980511
10	5.299	19.098322
10	5.585	19.336108
10	6.481	19.804439
10	6.481	19.843774
10	6.767	20.045488
10	6.767	20.493289
10	12.0	24.0
10	28.0	26.750827
10	30.147	27.727881
10	30.147	27.854962
10	31.043	28.169619
10	31.043	28.315851
10	32.262	28.501118
10	32.262	28.757406
10	32.549	28.871991
10	32.835	28.885316
10	33.731	30.430648
10	34.316	30.725947
10	34.907	33.372828
10	35.197	34.297657
10	35.484	35.758851
10	35.484	36.171185
10	37.041	38.685356
10	37.041	38.770867
10	39.782	44.026224
10	40.373	45.532636
10	41.593	46.420569
10	41.88	46.564112
10	42.166	46.577681
10	42.453	48.097784
10	42.739	50.689271
10	44.65	53.462954
10	48.595	57.472267
10	48.881	57.86425
10	49.168	59.648239
10	49.168	59.899198
10	51.835	64.173094
10	53.055	67.07906
10	53.345	67.283839
10	53.638	67.552465
10	53.638	67.604187
10	55.196	67.849993
10	55.196	68.389645
10	55.781	68.907414
10	55.781	69.476908
10	56.365	71.420725
10	56.365	72.243078
10	57.943	73.389753
10	58.534	74.07517
10	58.821	74.443968
10	58.821	75.305585
10	59.727	76.17559
10	60.014	77.019279
10	63.129	80.258108
10	63.416	81.72308
10	63.416	82.124985
10	63.705	82.278516
10	63.705	84.148124
10	63.992	84.376303
10	63.992	85.585849
10	65.212	85.914424
10	65.498	86.197002
10	65.498	86.348597
10	66.394	87.106143
10	66.394	88.13848
10	66.978	89.11812
10	66.978	89.508267
10	67.563	90.171936
10	67.563	90.880554
10	67.856	91.38229
10	67.856	92.120895
10	68.143	92.43543
10	68.143	92.961481
10	68.429	93.319109
10	68.429	93.979399
10	70.365	96.758374
10	70.365	97.112186
10	72.646	101.577653
10	72.932	101.838024
10	72.932	102.632506
10	73.517	103.02485
10	73.517	104.744618
10	73.803	104.949411
10	74.71	105.018386
10	74.71	105.088483
10	74.996	105.470124
10	74.996	106.641085
10	76.216	106.921182
10	76.216	108.174848
10	78.127	108.815682
10	78.414	109.905593
10	78.414	110.380615
10	80.724	110.731306
10	81.011	111.131156
10	81.011	111.83644
10	81.906	112.836908
10	81.906	113.993904
10	82.491	114.515889
10	82.491	115.238615
10	86.09	115.571077
10	87.309	116.782072
10	87.309	118.297728
10	88.216	118.418863
10	88.216	118.763483
10	88.502	118.914358
10	88.502	119.215627
10	88.789	119.351907
10	89.075	119.503334
10	89.075	119.64603
10	89.362	119.844876
10	90.919	120.131017
10	90.919	120.673004
10	91.206	120.809085
10	92.426	120.945956
10	93.01	121.262477
10	93.01	121.364787
10	97.072	122.450477
10	97.072	122.85432
10	97.656	123.052335
10	97.656	124.772406
10	97.943	124.928135
10	98.528	125.024085
10	98.528	126.156546
10	100.086	126.440482
10	100.372	126.611871
10	100.665	126.934966
10	100.952	127.146595
10	100.952	127.179508
11	0.0	4.408731
11	2.373	8.736727
11	2.373	10.903788
11	2.66	11.016916
11	2.946	11.071145
11	2.946	11.457491
11	3.233	11.669288
11	3.519	11.770133
11	3.519	12.24805
11	3.806	12.9027
11	3.806	13.169866
11	4.092	13.57442
11	4.092	14.903306
11	5.327	16.853389
11	5.327	17.636602
11	5.613	17.844333
11	5.9	17.8457
11	5.9	18.067656
11	6.817	18.482774
11	6.817	19.143736
11	7.724	19.368927
11	7.724	19.463108
11	8.01	19.472317
11	8.602	19.645819
11	8.602	19.740964
11	8.889	19.879675
11	8.889	20.329767
11	10.446	20.853303
11	10.446	22.714066
11	10.733	22.928397
11	10.733	23.633251
11	11.023	24.572748
11	11.023	26.186086
11	11.918	26.370844
11	11.918	26.865699
11	12.205	26.895291
11	12.205	27.484968
11	13.1	28.095395
11	13.1	28.719019
11	14.658	28.975002
11	14.658	29.445001
11	14.945	29.456155
11	14.945	29.670525
11	15.231	30.059386
11	15.231	33.390349
11	15.518	33.538733
11	15.518	34.315728
11	17.828	34.953682
11	17.828	35.291649
11	18.427	35.50129
11	18.713	35.516676
11	18.713	35.696874
11	19.298	35.986496
11	19.298	36.449997
11	20.856	36.616452
11	20.856	38.777268
11	22.076	42.185501
11	22.076	42.40745
11	22.66	42.631876
11	22.66	42.6953
11	23.252	42.844126
11	23.252	43.546317
11	23.542	44.227083
11	23.829	44.552712
11	24.115	44.783605
11	24.115	46.029521
11	26.818	47.930883
11	28.396	50.196763
11	30.307	50.558768
11	30.593	50.920754
11	30.593	51.3847
11	30.88	51.824798
11	30.88	52.067553
11	31.166	52.342338
11	31.166	52.778233
11	31.453	53.734268
11	31.453	53.868158
11	32.348	55.208055
11	32.635	55.602849
11	32.921	55.886002
11	33.208	56.329567
11	33.793	56.515095
11	34.086	57.088037
11	34.086	57.644774
11	34.373	57.945935
11	34.662	58.057819
11	34.662	58.381051
11	34.949	58.819965
11	35.534	58.923978
11	35.534	59.042856
11	38.237	62.065414
11	38.237	62.718146
11	38.524	62.910461
11	38.524	63.033372
11	47.553	64.515286
11	47.839	64.596124
11	48.126	64.909098
11	48.126	65.014318
11	48.412	65.026386
11	48.699	65.249895
11	48.699	67.0906
11	48.989	67.192418
11	48.989	67.351935
11	49.574	67.961047
11	49.574	68.740437
11	49.86	68.849649
11	50.147	68.922567
11	50.147	69.141398
11	50.433	69.41541
11	50.433	70.265536
11	50.72	70.371166
11	50.72	71.293347
11	51.006	72.132471
11	51.293	72.150422
11	51.293	72.266232
11	52.188	72.486317
11	52.188	72.97847
11	53.408	73.923768
11	53.408	75.078946
11	53.694	75.282893
11	53.694	76.408654
11	53.981	76.761051
11	53.981	76.824056
11	54.572	79.065731
11	55.164	79.3607
11	66.553	82.070985
11	66.553	82.421436
11	67.449	83.521935
11	67.449	84.779353
11	67.735	84.989059
11	68.022	85.264359
11	68.022	87.177233
11	68.607	87.668081
11	68.607	88.249192
11	69.191	88.522933
11	69.191	88.786243
11	69.485	88.937291
11	69.771	88.977986
11	69.771	89.105722
11	70.058	89.402037
11	71.277	89.612736
11	71.277	89.688581
11	71.564	89.696612
11	71.85	89.761881
11	72.435	89.938911
11	72.435	89.968721
11	72.722	90.203179
11	72.722	90.397847
11	73.617	90.664416
11	73.617	91.481988
11	77.619	95.489415
11	77.619	95.706498
11	78.515	96.386744
11	78.515	96.822909
11	80.092	97.970258
11	80.092	98.005074
11	80.684	98.624972
11	80.97	98.780754
11	80.97	99.441449
11	81.257	99.510151
11	81.543	99.596169
11	82.128	100.224673
11	82.128	100.513549
11	84.064	101.112194
11	84.655	101.318782
11	85.247	101.460335
11	85.247	102.008003
11	85.537	102.120712
11	85.537	102.655779
11	85.827	102.771748
11	86.113	103.038834
11	87.02	103.578807
11	87.611	103.84096
11	87.611	104.43502
11	88.507	104.77262
11	88.793	104.889756
11	88.793	105.687114
11	89.08	105.905727
11	89.672	106.527613
11	89.672	106.839738
11	89.958	106.994495
11	89.958	107.272826
11	90.245	107.635727
11	90.245	107.780107
11	91.479	107.825709
11	91.766	108.093002
11	91.766	108.498217
11	92.052	108.575095
11	92.339	108.75069
11	92.339	109.28129
11	112.612	114.532621
11	112.612	115.987526
11	112.899	116.402895
11	112.899	116.490387
11	113.49	116.908502
11	114.082	117.108176
11	114.368	117.410375
11	114.368	117.722782
11	114.655	117.993077
11	114.941	118.007301
11	114.941	118.205263
11	117.609	119.216123
11	117.609	119.896717
11	117.895	120.001236
11	117.895	120.111806
11	118.182	120.145724
11	118.182	120.289355
11	118.767	120.818213
11	122.769	121.409302
12	0.0	5.95128
12	0.0	7.021188
12	2.703	10.227153
12	2.703	10.357493
12	3.923	10.538356
12	3.923	10.877408
12	4.213	11.082953
12	4.213	12.514597
12	5.79	12.798106
12	8.101	14.876063
12	8.101	15.561947
12	10.012	15.739387
12	10.604	15.962184
12	10.604	16.592329
12	10.89	16.835275
12	10.89	25.779735
12	11.475	26.165833
12	11.475	26.476091
12	13.386	26.992469
12	13.673	27.57833
12	13.673	28.255507
12	13.959	28.507707
12	13.959	28.665582
12	14.246	28.961435
12	14.246	29.112847
12	14.83	29.34423
12	14.83	29.552026
12	15.117	29.581163
12	15.117	29.676793
12	16.675	30.398065
12	16.675	30.739695
12	16.961	30.883463
12	16.961	31.448027
12	17.248	31.568402
12	19.0	34.890143
12	19.558	35.446737
12	19.845	35.460716
12	20.131	35.563623
12	21.351	35.806046
12	21.351	36.104891
12	21.4	36.185363
12	21.5	36.219622
12	21.637	36.31142
